status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
186848211735810_423029991450963,When you get up late for the first hour 😂😂 !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.341928856227744.1073741829.186848211735810/423029974784298/?type=3,https://www.facebook.com/ifyouareinnitk/posts/423029991450963,2018-02-21 23:29:07,140,29,3,81,12,0,46,1,0
186848211735810_417384042015558,When rest is priority 😂 !,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/417383672015595/?type=3,https://www.facebook.com/ifyouareinnitk/posts/417384042015558,2018-02-07 12:56:00,102,3,6,61,6,0,35,0,0
186848211735810_408593099561319,😂😂😂,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/408593099561319/?type=3,https://www.facebook.com/ifyouareinnitk/posts/408593099561319:0,2018-01-16 10:48:19,59,2,1,23,1,0,35,0,0
186848211735810_408577899562839,Late Realisation !!! (Touch to see the full image),Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/408577899562839/?type=3,https://www.facebook.com/ifyouareinnitk/posts/408577899562839:0,2018-01-16 10:01:54,68,9,1,31,0,0,36,1,0
186848211735810_407770316310264,Tag them who are hiding assignment sheets 😂😂,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/407770206310275/?type=3,https://www.facebook.com/ifyouareinnitk/posts/407770316310264,2018-01-14 01:49:26,105,2,2,41,0,0,63,1,0
186848211735810_406128656474430,Today should be a big day 😂😂,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/406128656474430/?type=3,https://www.facebook.com/ifyouareinnitk/posts/406128656474430:0,2018-01-09 14:10:29,148,5,6,95,1,0,49,3,0
186848211735810_406031263150836,Electified 😂😂,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/406030746484221/?type=3,https://www.facebook.com/ifyouareinnitk/posts/406031263150836,2018-01-09 08:49:41,55,0,3,29,1,0,24,1,0
186848211735810_389245844829378,Me trying to explain how good my results will be ... 😂😂,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/389245741496055/?type=3,https://www.facebook.com/ifyouareinnitk/posts/389245844829378,2017-11-27 07:30:12,76,1,0,33,0,0,35,8,0
186848211735810_388661164887846,"Tag your friends with two exams on one day , and let them study more 😂😂",,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/388660931554536/?type=3,https://www.facebook.com/ifyouareinnitk/posts/388661164887846,2017-11-25 13:53:20,59,4,1,25,0,1,31,2,0
186848211735810_386929825060980,End sem notes be like ...,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/386929618394334/?type=3,https://www.facebook.com/ifyouareinnitk/posts/386929825060980,2017-11-20 11:51:27,33,1,0,15,0,0,15,3,0
186848211735810_386210065132956,Everyone after the first paper be like ... !,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/386209805132982/?type=3,https://www.facebook.com/ifyouareinnitk/posts/386210065132956,2017-11-20 07:00:02,61,1,1,31,0,1,24,4,1
186848211735810_386198165134146,People with internships / Projects under prof ... Tag them,Tag your friends who grabbed an internship or project under a ...,video,https://www.facebook.com/ifyouareinnitk/videos/386197221800907/,https://www.facebook.com/ifyouareinnitk/posts/386198165134146,2017-11-19 03:30:01,34,1,0,11,0,0,23,0,0
186848211735810_386053731815256,That hurts 😂😂 ... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/386053565148606/?type=3,https://www.facebook.com/ifyouareinnitk/posts/386053731815256,2017-11-18 05:30:00,81,1,0,30,0,0,43,8,0
186848211735810_385791805174782,,Every Ecell Interview,video,https://www.facebook.com/ifyouareinnitk/videos/385791095174853/,https://www.facebook.com/ifyouareinnitk/posts/385791805174782,2017-11-17 09:35:48,77,7,0,18,0,0,59,0,0
186848211735810_385717908515505,These days be like ...,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/385717755182187/?type=3,https://www.facebook.com/ifyouareinnitk/posts/385717908515505,2017-11-17 05:29:48,251,16,5,150,16,0,84,1,0
186848211735810_384695705284392,Tag your civil Friends and let them know you believe in them,The CMC quiz of Civil people was way too ahead of their expect...,video,https://www.facebook.com/ifyouareinnitk/videos/384694875284475/,https://www.facebook.com/ifyouareinnitk/posts/384695705284392,2017-11-14 05:35:55,52,24,1,21,0,0,24,7,0
186848211735810_383531918734104,Soo Fast ... lekin kaise ????,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/383531885400774/?type=3,https://www.facebook.com/ifyouareinnitk/posts/383531918734104,2017-11-11 02:30:00,57,5,1,29,1,0,27,0,0
186848211735810_383525612068068,Help == Good marks in viva 😂😂 !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/383525335401429/?type=3,https://www.facebook.com/ifyouareinnitk/posts/383525612068068,2017-11-11 01:17:01,17,0,0,12,0,0,5,0,0
186848211735810_382785402142089,Now where did this value that come from ??!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/382785288808767/?type=3,https://www.facebook.com/ifyouareinnitk/posts/382785402142089,2017-11-09 02:30:00,63,0,1,29,0,0,33,0,1
186848211735810_382462828841013,True Story 😂😂...!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/382462512174378/?type=3,https://www.facebook.com/ifyouareinnitk/posts/382462828841013,2017-11-08 02:33:55,112,5,0,56,0,0,42,14,0
186848211735810_381943018892994,When you cant take it anymore..!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/381942818893014/?type=3,https://www.facebook.com/ifyouareinnitk/posts/381943018892994,2017-11-07 02:30:00,75,1,1,33,0,0,40,2,0
186848211735810_381522635601699,People with workshop 😂😂 ... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/381522392268390/?type=3,https://www.facebook.com/ifyouareinnitk/posts/381522635601699,2017-11-05 11:17:43,34,1,2,16,0,0,18,0,0
186848211735810_381520072268622,Better to bunk 😂😂 ... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/381519878935308/?type=3,https://www.facebook.com/ifyouareinnitk/posts/381520072268622,2017-11-05 11:09:06,58,1,0,23,0,0,35,0,0
186848211735810_380361399051156,When the class bunks and you can't 😂😂 !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/380361122384517/?type=3,https://www.facebook.com/ifyouareinnitk/posts/380361399051156,2017-11-02 07:10:54,45,2,2,24,0,0,17,4,0
186848211735810_375595949527701,Happy Diwali Guys 😂😂 ... !!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/375595746194388/?type=3,https://www.facebook.com/ifyouareinnitk/posts/375595949527701,2017-10-19 05:04:57,26,0,0,13,0,0,12,1,0
186848211735810_375402579547038,I Have no idea why i am doing Engineering 😂😂🤣🤣 ... !!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/375402396213723/?type=3,https://www.facebook.com/ifyouareinnitk/posts/375402579547038,2017-10-18 13:52:04,45,3,0,22,0,0,23,0,0
186848211735810_375082926245670,When your teacher is helpless and you are hopeless 😂😂...!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/375082582912371/?type=3,https://www.facebook.com/ifyouareinnitk/posts/375082926245670,2017-10-17 15:34:10,37,0,0,19,0,0,18,0,0
186848211735810_370482470039049,When your attendance is low ... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/370482176705745/?type=3,https://www.facebook.com/ifyouareinnitk/posts/370482470039049,2017-10-05 06:01:58,68,4,3,46,0,0,19,3,0
186848211735810_364071410680155,Damn !!! 😂😂😂,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/364071254013504/?type=3,https://www.facebook.com/ifyouareinnitk/posts/364071410680155,2017-09-16 07:45:27,118,0,1,55,0,0,61,2,0
186848211735810_363067170780579,We Love Exams ... 😂😂,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/363067060780590/?type=3,https://www.facebook.com/ifyouareinnitk/posts/363067170780579,2017-09-13 07:36:42,98,1,0,51,0,0,47,0,0
186848211735810_362313357522627,If you still think your paper was good ... 😂😂😂... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/362313270855969/?type=3,https://www.facebook.com/ifyouareinnitk/posts/362313357522627,2017-09-11 00:07:40,72,1,0,40,0,0,26,6,0
186848211735810_362022417551721,to Shayad tum galat ho  😂😂 ... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/362022380885058/?type=3,https://www.facebook.com/ifyouareinnitk/posts/362022417551721,2017-09-10 03:37:21,98,1,7,54,1,1,35,7,0
186848211735810_362012704219359,One Day Before Mid Sems 😂😂 ... !!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/362012674219362/?type=3,https://www.facebook.com/ifyouareinnitk/posts/362012704219359,2017-09-10 02:43:59,74,0,0,38,0,0,36,0,0
186848211735810_353916791695617,Meanwhile in other departments 😂😂...!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/353916711695625/?type=3,https://www.facebook.com/ifyouareinnitk/posts/353916791695617,2017-08-17 11:18:12,78,5,0,32,0,0,46,0,0
186848211735810_350308865389743,Hey guys !!! ... This is our first video meme ... Complete first year life in 5 minutes,NITK FIRST YEAR LIFE IN A NUTSHELL | VIDEO MEME | OFFICIAL,video,https://youtu.be/J05miqCH8Hs,https://www.facebook.com/ifyouareinnitk/posts/350308865389743,2017-08-07 11:45:17,37,0,7,29,1,0,7,0,0
186848211735810_349168662170430,"only ""Second block"" guys know how bad the food was ... 😂😂 !!!",,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/349168605503769/?type=3,https://www.facebook.com/ifyouareinnitk/posts/349168662170430,2017-08-04 10:30:19,98,1,2,44,0,0,48,6,0
186848211735810_347791568974806,"When someone asks you about canteens 😂😂... !!!
(Tap the pic )",,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/347790735641556/?type=3,https://www.facebook.com/ifyouareinnitk/posts/347791568974806,2017-07-31 11:05:33,145,15,3,90,6,0,47,2,0
186848211735810_346934402393856,Two minutes of silence for all NITK mech enggs 😂😂..!!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/346933662393930/?type=3,https://www.facebook.com/ifyouareinnitk/posts/346934402393856,2017-07-29 03:14:14,202,12,2,78,0,1,118,5,0
186848211735810_346931795727450,What is your library card status ? 😂😂... !!!,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/346931762394120/?type=3,https://www.facebook.com/ifyouareinnitk/posts/346931795727450,2017-07-29 03:03:44,83,3,0,47,1,0,35,0,0
186848211735810_346899049064058,😂😂😂,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/346898892397407/?type=3,https://www.facebook.com/ifyouareinnitk/posts/346899049064058,2017-07-29 00:41:14,131,12,3,75,0,0,54,2,0
186848211735810_341928866227743,,,photo,https://www.facebook.com/ifyouareinnitk/photos/a.341928856227744.1073741829.186848211735810/341928822894414/?type=3,https://www.facebook.com/ifyouareinnitk/posts/341928866227743,2017-07-17 05:38:32,55,0,1,37,0,0,9,9,0
186848211735810_340217916398838,Guys our college people made this,Mini Drafter Productions,link,http://createyoutube.com/fb/mKzV9gNQmzE,https://www.facebook.com/ifyouareinnitk/posts/340217916398838,2017-07-13 05:20:06,8,0,0,8,0,0,0,0,0
186848211735810_328808960873067,😂 😂,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/328808960873067/?type=3,https://www.facebook.com/ifyouareinnitk/posts/328808960873067:0,2017-06-17 09:14:28,137,4,0,70,0,0,67,0,0
186848211735810_328790860874877,,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/328790860874877/?type=3,https://www.facebook.com/ifyouareinnitk/posts/328790860874877:0,2017-06-17 08:26:40,64,0,0,35,2,0,27,0,0
186848211735810_328790730874890,Literally true.. 😂,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/328790730874890/?type=3,https://www.facebook.com/ifyouareinnitk/posts/328790730874890:0,2017-06-17 08:26:14,37,0,1,22,0,1,14,0,0
186848211735810_328760620877901,IRIS ... you've got a call from Haveli ... 😂😂 !!!,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/328760620877901/?type=3,https://www.facebook.com/ifyouareinnitk/posts/328760620877901:0,2017-06-17 07:22:33,61,0,0,28,0,1,32,0,0
186848211735810_328749927545637,How peaceful was my life ... before checking room allotments 😂😂😝!!!,Timeline Photos,photo,https://www.facebook.com/ifyouareinnitk/photos/a.186851201735511.1073741825.186848211735810/328749927545637/?type=3,https://www.facebook.com/ifyouareinnitk/posts/328749927545637:0,2017-06-17 06:55:59,103,0,3,50,0,0,49,0,4
